FVF-AD,7.0,0.05,8.549109
FVF-AD,7.0,0.08,9.636628
FVF-AD,156.0,0.006500000000000001,270.60527
FVF-OA,156.0,0.05,40396.681372
FVF-AD,56.0,0.006500000000000001,67.726631
FVF-AD,300.0,0.005,696.458932
